route_id,service_id,trip_id,direction_id,trip_headsign
RED,EVERYDAY,KRL00001,0,Bogor
RED,EVERYDAY,KRL00002,0,Bogor
RED,EVERYDAY,KRL00003,0,Bogor
RED,EVERYDAY,KRL00004,0,Bogor
RED,EVERYDAY,KRL00005,0,Bogor
RED,EVERYDAY,KRL00006,0,Bogor
RED,EVERYDAY,KRL00007,0,Bogor
RED,EVERYDAY,KRL00008,0,Bogor
RED,EVERYDAY,KRL00009,0,Bogor
RED,EVERYDAY,KRL00010,0,Bogor
RED,EVERYDAY,KRL00011,0,Bogor
RED,EVERYDAY,KRL00012,0,Bogor
RED,EVERYDAY,KRL00013,0,Bogor
RED,EVERYDAY,KRL00014,0,Bogor
RED,EVERYDAY,KRL00015,0,Bogor
RED,EVERYDAY,KRL00016,0,Bogor
RED,EVERYDAY,KRL00017,0,Bogor
RED,EVERYDAY,KRL00018,0,Bogor
RED,EVERYDAY,KRL00019,0,Bogor
RED,EVERYDAY,KRL00020,0,Bogor
RED,EVERYDAY,KRL00021,0,Bogor
RED,EVERYDAY,KRL00022,0,Bogor
RED,EVERYDAY,KRL00023,0,Bogor
RED,EVERYDAY,KRL00024,0,Bogor
RED,EVERYDAY,KRL00025,0,Bogor
RED,EVERYDAY,KRL00026,0,Bogor
RED,EVERYDAY,KRL00027,0,Bogor
RED,EVERYDAY,KRL00028,0,Bogor
RED,EVERYDAY,KRL00029,0,Bogor
RED,EVERYDAY,KRL00030,0,Bogor
RED,EVERYDAY,KRL00031,0,Bogor
RED,EVERYDAY,KRL00032,0,Bogor
RED,EVERYDAY,KRL00033,0,Bogor
RED,EVERYDAY,KRL00034,0,Bogor
RED,EVERYDAY,KRL00035,0,Bogor
RED,EVERYDAY,KRL00036,0,Bogor
RED,EVERYDAY,KRL00037,0,Bogor
RED,EVERYDAY,KRL00038,0,Bogor
RED,EVERYDAY,KRL00039,0,Bogor
RED,EVERYDAY,KRL00040,0,Bogor
RED,EVERYDAY,KRL00041,0,Bogor
RED,EVERYDAY,KRL00042,0,Bogor
RED,EVERYDAY,KRL00043,0,Bogor
RED,EVERYDAY,KRL00044,0,Bogor
RED,EVERYDAY,KRL00045,0,Bogor
RED,EVERYDAY,KRL00046,0,Bogor
RED,EVERYDAY,KRL00047,0,Bogor
RED,EVERYDAY,KRL00048,0,Bogor
RED,EVERYDAY,KRL00049,0,Bogor
